0,2020-12-14 21:12:39,9.15
0,2020-12-14 21:12:56,9.17
0,2020-12-14 21:12:12,9.29
0,2020-12-14 21:12:29,9.25
0,2020-12-14 21:12:46,9.26
0,2020-12-14 21:12:02,9.22
0,2020-12-14 21:12:19,9.22
0,2020-12-14 21:12:35,9.15
0,2020-12-14 21:12:52,9.14
0,2020-12-14 21:12:09,9.13
0,2020-12-14 21:12:25,9.24
0,2020-12-14 21:12:41,9.30
0,2020-12-14 21:12:58,9.36
0,2020-12-14 21:12:15,9.44
0,2020-12-14 21:12:31,9.38
0,2020-12-14 21:12:48,9.37
0,2020-12-14 21:12:04,9.35
0,2020-12-14 21:12:21,9.37
0,2020-12-14 21:12:37,9.33
0,2020-12-14 21:12:54,9.33
0,2020-12-14 21:12:11,9.35
0,2020-12-14 21:12:28,9.34
0,2020-12-14 21:12:44,9.29
0,2020-12-14 21:12:00,9.34
0,2020-12-14 21:12:17,9.39
0,2020-12-14 21:12:33,9.38
0,2020-12-14 21:12:50,9.35
0,2020-12-14 21:12:06,9.28
0,2020-12-14 21:12:22,9.30
0,2020-12-14 21:12:39,9.33
0,2020-12-14 21:12:56,9.31
0,2020-12-14 21:12:12,9.35
0,2020-12-14 21:12:29,9.35
0,2020-12-14 21:12:45,9.30
0,2020-12-14 21:12:02,9.31
0,2020-12-14 21:12:18,9.31
0,2020-12-14 21:12:35,9.30
0,2020-12-14 21:12:51,9.29
0,2020-12-14 21:12:08,9.18
0,2020-12-14 21:12:24,9.23
0,2020-12-14 21:12:41,9.27
0,2020-12-14 21:12:57,9.27
0,2020-12-14 21:12:14,9.25
0,2020-12-14 21:12:30,9.27
0,2020-12-14 21:12:47,9.23
0,2020-12-14 21:12:04,9.27
0,2020-12-14 21:12:20,9.26
0,2020-12-14 21:12:36,9.23
0,2020-12-14 21:12:53,9.25
0,2020-12-14 21:12:09,9.23
0,2020-12-14 21:12:26,9.23
0,2020-12-14 21:12:42,9.29
0,2020-12-14 21:12:58,9.27
0,2020-12-14 21:12:15,9.30
0,2020-12-14 21:12:31,9.39
0,2020-12-14 21:12:48,9.36
0,2020-12-14 21:12:04,9.40
0,2020-12-14 21:12:20,9.35
0,2020-12-14 21:12:37,9.37
0,2020-12-14 21:12:53,9.36
0,2020-12-14 21:12:10,9.38
0,2020-12-14 21:12:26,9.38
0,2020-12-14 21:12:43,9.36
0,2020-12-14 21:12:59,9.32
0,2020-12-14 21:12:15,9.27
0,2020-12-14 21:12:32,9.27
0,2020-12-14 21:12:48,9.24
0,2020-12-14 21:12:05,9.27
0,2020-12-14 21:12:21,9.25
0,2020-12-14 21:12:38,9.28
0,2020-12-14 21:12:54,9.24
0,2020-12-14 21:12:11,9.25
0,2020-12-14 21:12:27,9.29
0,2020-12-14 21:12:44,9.31
0,2020-12-14 21:12:01,9.33
0,2020-12-14 21:12:17,9.34
0,2020-12-14 21:12:33,9.37
0,2020-12-14 21:12:50,9.49
0,2020-12-14 21:12:06,9.56
0,2020-12-14 21:12:23,9.57
0,2020-12-14 21:12:40,9.57
0,2020-12-14 21:12:56,9.63
0,2020-12-14 21:12:13,9.70
0,2020-12-14 21:12:29,9.66
0,2020-12-14 21:12:46,9.56
0,2020-12-14 21:12:02,9.54
0,2020-12-14 21:12:19,9.57
0,2020-12-14 21:12:35,9.57
0,2020-12-14 21:12:51,9.61
0,2020-12-14 21:12:08,9.66
0,2020-12-14 21:12:24,9.66
0,2020-12-14 21:12:40,9.60
0,2020-12-14 21:12:57,9.65
0,2020-12-14 21:12:13,9.63
0,2020-12-14 21:12:30,9.62
0,2020-12-14 21:12:47,9.64
0,2020-12-14 21:12:03,9.61
0,2020-12-14 21:12:20,9.73
